record_index	shape_value	delta_value	shape	shape_2bit_bytes	phrase_plain
8297	11453666	226	[5 3 5 4 2 3 4 2]	overflow_word_gt4	chocolate negro almendra nestle sin azucar anadido agg
8298	11453696	30	[5 3 5 4 2 4]	overflow_word_gt4	enjuague bucal sensitive deliplu zero alcohol
8299	11454080	384	[5 3 5 4 3 2]	overflow_word_gt4	boligrafo tinta borrable frixion ball rojo
8300	11454626	546	[5 3 5 4 4 2 4 2]	overflow_word_gt4	biscotte arro6 integral qinoa schar sin gluten rg
8301	11455320	694	[5 3 5 4 5 5 3]	overflow_word_gt4	gillette bod3 maqinilla afeitar recambio blister 2uds
8302	11455832	512	[5 3 5 4 6 5 3]	overflow_word_gt4	gillette bod3 maqinilla afeitar desechable blister 3uds
8303	11456512	680	[5 3 5 5]	overflow_word_gt4	chocolate leche hacendado porciones
8304	11456512	0	[5 3 5 5]	overflow_word_gt4	chocolate leche hacendado porciones
8305	11456512	0	[5 3 5 5]	overflow_word_gt4	torre6no sabor barbacoa hacendado
8306	11457536	1024	[5 3 5 5 2]	overflow_word_gt4	recambio fusion proglide gillette 9ud
8307	11457536	0	[5 3 5 5 2]	overflow_word_gt4	chocolate leche extrafino carrefour jug
8308	11457536	0	[5 3 5 5 2]	overflow_word_gt4	calabacin dados congelado carrefour ifg
8309	11457536	0	[5 3 5 5 2]	overflow_word_gt4	recambio fusion proglide gillette 9ud
8310	11457664	128	[5 3 5 5 2 2]	overflow_word_gt4	mermelada fresa ecologica carrefour bio asg
8311	11457664	0	[5 3 5 5 2 2]	overflow_word_gt4	mermelada fresa ecologica carrefour bio asg
8312	11457684	20	[5 3 5 5 2 2 2 4]	overflow_word_gt4	recambios manga pastelera carrefour home doc 6ud blanco
8313	11457728	44	[5 3 5 5 2 3]	overflow_word_gt4	preparado cocido morcillo carrefour cig apro7
8314	11457762	34	[5 3 5 5 2 3 4 2]	overflow_word_gt4	enjuague bucal infantil previene las caries deliplu sin
8315	11457970	208	[5 3 5 5 2 6 6 2]	overflow_word_gt4	lactovit leche corporal nutritiva piel normalseca dosificador yaml
8316	11458136	166	[5 3 5 5 3 1 3]	overflow_word_gt4	scotch brite estropajo classic verde p 3uds
8317	11458265	129	[5 3 5 5 3 3 3 1]	overflow_word_gt4	scotch brite estropajo salvaudas fibra negra bbq p
8318	11458688	423	[5 3 5 5 4 2]	overflow_word_gt4	asturiana leche desnatada naturcol botella 1l
8319	11458923	235	[5 3 5 5 4 5 5 3]	overflow_word_gt4	gillette fusion proglide maqinilla afeitar recambio blister 3uds
8320	11459800	877	[5 3 5 5 6 3 3]	overflow_word_gt4	gillette venus simpl3 maqinilla desechable bolsa 4uds
8321	11461760	1960	[5 3 5 6 2 2]	overflow_word_gt4	lactovit leche corporal reafirmante bote yaml
8322	11461760	0	[5 3 5 6 2 2]	overflow_word_gt4	lactovit leche corporal reafirmante bote yaml
8323	11462418	658	[5 3 5 6 3 4 2 2]	overflow_word_gt4	lactovit leche corporal hidratante pieles normale bote yaml
8324	11462480	62	[5 3 5 6 3 5 2]	overflow_word_gt4	maqinilla fusion proglide fle7ball manual gillette 1ud
8325	11463056	576	[5 3 5 6 4 6 2]	overflow_word_gt4	eudermin crema corporal protectora expres dosificador yaml
8326	11463506	450	[5 3 5 6 5 5 2 2]	overflow_word_gt4	chocolate negro almendra caramelizada ecologico carrefour bio acg
8327	11464704	1198	[5 3 5 7]	overflow_word_gt4	alcachofa bab3 hacendado ultracongela
8328	11464704	0	[5 3 5 7]	overflow_word_gt4	croqetas setas hacendado ultracongela
8329	11464704	0	[5 3 5 7]	overflow_word_gt4	zanahoria rodaja hacendado ultracongela
8330	11468800	4096	[5 3 6]	overflow_word_gt4	costilla cerdo churrasco
8331	11468800	0	[5 3 6]	overflow_word_gt4	8hisk3 escoce callander
8332	11474640	5840	[5 3 6 1 3 3 2]	overflow_word_gt4	aguinamar colas langostino al ajillo envase icg
8333	11474640	0	[5 3 6 1 3 3 2]	overflow_word_gt4	aguinamar colas langostino al ajillo envase icg
8334	11474640	0	[5 3 6 1 3 3 2]	overflow_word_gt4	aguinamar colas langostino al ajillo envase icg
8335	11476992	2352	[5 3 6 2]	overflow_word_gt4	refresco citru schweppe 1l
8336	11476992	0	[5 3 6 2]	overflow_word_gt4	refresco citru schweppe 1l
8337	11478729	1737	[5 3 6 2 3 3 1 1]	overflow_word_gt4	aceitudas verde manzanilla sin hueso jolca p 3
8338	11478736	7	[5 3 6 2 3 3 2]	overflow_word_gt4	aceitudas verde manzanilla sin hueso jolca otg
8339	11479168	432	[5 3 6 2 4 2]	overflow_word_gt4	refresco limon schweppe gas botella dc
8340	11479168	0	[5 3 6 2 4 2]	overflow_word_gt4	refresco limon schweppe gas botella 1l
8341	11482112	2944	[5 3 6 3 2]	overflow_word_gt4	colutorio menta ortodoncias lacer kml
8342	11482259	147	[5 3 6 3 2 2 2 3]	overflow_word_gt4	sponte7 bayeta microfibra tamano ra7 coc lote 4uds
8343	11482699	440	[5 3 6 3 3 1 1 3]	overflow_word_gt4	aceitudas verde manzanilla hueso jolca p 3 bolsa
8344	11482850	151	[5 3 6 3 3 3 4 2]	overflow_word_gt4	aceitudas verde manzanilla hueso sabor suave fragata org
8345	11482896	46	[5 3 6 3 3 4 2]	overflow_word_gt4	estrella lejia detergente aroma limon botella bul
8346	11483344	448	[5 3 6 3 4 3 2]	overflow_word_gt4	aceitudas verde manzanilla hueso nuestra tierra wag
8347	11486208	2864	[5 3 6 4 2]	overflow_word_gt4	aperitivo sabor manteqilla jumper acg
8348	11486208	0	[5 3 6 4 2]	overflow_word_gt4	piccolini tomate mo6zarella buitoni fg
8349	11486928	720	[5 3 6 4 3 3 2]	overflow_word_gt4	martine6 sobaos manteqilla natural bolsa huds 2g
8350	11487394	466	[5 3 6 4 4 2 4 2]	overflow_word_gt4	chocolate negro reposteria nestle postre sin gluten 6g
8351	11487872	478	[5 3 6 4 5 2]	overflow_word_gt4	enjuague bucal antiseptico mentol listerine 1l
8352	11487872	0	[5 3 6 4 5 2]	overflow_word_gt4	enjuague bucal antiseptico mentol listerine kml
8353	11487872	0	[5 3 6 4 5 2]	overflow_word_gt4	enjuague bucal antiseptico mentol listerine kml
8354	11487955	83	[5 3 6 4 5 3 2 3]	overflow_word_gt4	chocolate leche crunchie rocks cadbur3 copos maiz trozo
8355	11489280	1325	[5 3 6 5]	overflow_word_gt4	ketchup sobre individuales hacendado
8356	11491154	1874	[5 3 6 5 3 5 2 2]	overflow_word_gt4	kemphor pasta dentifrica sensitive diente sensible tubo viml
8357	11491610	456	[5 3 6 5 4 4 3 2]	overflow_word_gt4	kemphor pasta dentifrica fluorada especial cuidado encias tubo
8358	11494400	2790	[5 3 6 6 2]	overflow_word_gt4	chocolate negro frambuesa pancracio acg
8359	11495040	640	[5 3 6 6 3 2]	overflow_word_gt4	dermatina crema antimancha hidratante tarro boml
8360	11498640	3600	[5 3 6 7 2 2 2]	overflow_word_gt4	vademecum pasta dentifrica blanqeador bio tubo viml
8361	11511460	12820	[5 3 7 2 3 2 4 4]	overflow_word_gt4	preparado fruta mediterraneo hero nanos sin gluten bolsita
8362	11511460	0	[5 3 7 2 3 2 4 4]	overflow_word_gt4	preparado fruta mediterraneo hero nanos sin gluten bolsita
8363	11514880	3420	[5 3 7 3 2]	overflow_word_gt4	asturiana leche semidesnatada envase 1l
8364	11518976	4096	[5 3 7 4 2]	overflow_word_gt4	tortilla trigo multicereales mission 6ud
8365	11519194	218	[5 3 7 4 2 3 3 2]	overflow_word_gt4	verdurita tosta calabacinalca bereneja ajos tierno piara otg
8366	11519202	8	[5 3 7 4 2 3 4 2]	overflow_word_gt4	enjuague bucal blanqeador expert ma7 8hite colgate kml
8367	11519488	286	[5 3 7 4 3]	overflow_word_gt4	limpiador banos desinfectan bosqe verde
8368	11522048	2560	[5 3 7 5]	overflow_word_gt4	cocktail fruta deshidratada hacendado
8369	11523072	1024	[5 3 7 5 2]	overflow_word_gt4	enjuague bucal blanqeador carrefour kml
8370	11527824	4752	[5 3 7 6 3 2 2]	overflow_word_gt4	aquarius bebida refrescante aromatizada limon lata vc
8371	11527952	128	[5 3 7 6 3 4 2]	overflow_word_gt4	aquarius bebida refrescante aromatizada limon botella boc
8372	11528464	512	[5 3 7 6 4 4 2]	overflow_word_gt4	aquarius bebida refrescante aromatizada naranja botella ll
8373	11534336	5872	[5 4]	overflow_word_gt4	margarina tulipan
8374	11571840	37504	[5 4 1 1 1 2]	overflow_word_gt4	salmorejo alvalle p 2 ud 1l
8375	11572864	1024	[5 4 1 1 3 2]	overflow_word_gt4	bonduelle edamame p 2 latas ing
8376	11572864	0	[5 4 1 1 3 2]	overflow_word_gt4	bonduelle edamame p 2 latas ing
8377	11576832	3968	[5 4 1 2 3]	overflow_word_gt4	calabacin redondo ud jeg apro7
8378	11579392	2560	[5 4 1 3]	overflow_word_gt4	aguacate bandeja la piezas
8379	11580544	1152	[5 4 1 3 2 2]	overflow_word_gt4	marcador edding a punta kml oro
8380	11580544	0	[5 4 1 3 2 2]	overflow_word_gt4	marcador edding a punta kml oro
8381	11581056	512	[5 4 1 3 3 2]	overflow_word_gt4	chocolate postre ve cacao lacasa xag
8382	11581394	338	[5 4 1 3 3 7 2 2]	overflow_word_gt4	trident chicle ne minuto sabor peppermint bote ing
8383	11585632	4238	[5 4 1 4 4 1 4]	overflow_word_gt4	horniman curcuma te matcha estuche e bolsita
8384	11585632	0	[5 4 1 4 4 1 4]	overflow_word_gt4	horniman curcuma te matcha estuche e bolsita
8385	11592704	7072	[5 4 1 6 2]	overflow_word_gt4	esparrago blanco ce carretilla dug
8386	11599872	7168	[5 4 2]	overflow_word_gt4	salpicon marisco dig
8387	11599872	0	[5 4 2]	overflow_word_gt4	espaguetis garofalo kg
8388	11599872	0	[5 4 2]	overflow_word_gt4	gustosine cheetos tug
8389	11599872	0	[5 4 2]	overflow_word_gt4	margarina ligeresa kg
8390	11599872	0	[5 4 2]	overflow_word_gt4	bi6cocho marmol yag
8391	11599872	0	[5 4 2]	overflow_word_gt4	gustosine cheetos tug
8392	11599872	0	[5 4 2]	overflow_word_gt4	margarina ligeresa kg
8393	11604560	4688	[5 4 2 1 1 1 2]	overflow_word_gt4	cracker origina tuc p 3 ud acg
8394	11606115	1555	[5 4 2 1 4 1 4 3]	overflow_word_gt4	rotuladore stabilo pen ci single p surtido luds
8395	11606115	0	[5 4 2 1 4 1 4 3]	overflow_word_gt4	rotuladore stabilo pen ci single p surtido luds
8396	11608064	1949	[5 4 2 2]	overflow_word_gt4	limpiahd limpio bao ll
8397	11608064	0	[5 4 2 2]	overflow_word_gt4	esparrago navarra vela vug
8398	11608064	0	[5 4 2 2]	overflow_word_gt4	estropajo jabonoso ajax 7ud
8399	11608064	0	[5 4 2 2]	overflow_word_gt4	refresco cocacola zero zero
8400	11608064	0	[5 4 2 2]	overflow_word_gt4	limpiador inodoros pato pml
8401	11608064	0	[5 4 2 2]	overflow_word_gt4	budweiser cerveza lata vc
8402	11608064	0	[5 4 2 2]	overflow_word_gt4	refresco cocacola zero zero
8403	11608064	0	[5 4 2 2]	overflow_word_gt4	budweiser cerveza lata vc
8404	11609088	1024	[5 4 2 2 2]	overflow_word_gt4	refresco naranja gas kas 2l
8405	11609298	210	[5 4 2 2 2 3 2 2]	overflow_word_gt4	compresa normal sin alas fina segura evax rud
8406	11609450	152	[5 4 2 2 2 5 5 2]	overflow_word_gt4	bi6cocho naranja uda fina capa chocolate carrefour lig
8407	11609450	0	[5 4 2 2 2 5 5 2]	overflow_word_gt4	bi6cocho naranja uda fina capa chocolate carrefour lig
8408	11609948	498	[5 4 2 2 3 5 3 4]	overflow_word_gt4	tortilla verdura kale sin huevo ecologico soria natural
8409	11610448	500	[5 4 2 2 4 5 2]	overflow_word_gt4	pistacho tostado sin sal anadida carrefour jug
8410	11611072	624	[5 4 2 2 5 7]	overflow_word_gt4	porciones merluza del cabo hacendado ultracongela
8411	11611072	0	[5 4 2 2 5 7]	overflow_word_gt4	porciones merluza del cabo hacendado ultracongela
8412	11612160	1088	[5 4 2 3]	overflow_word_gt4	escalopine salmon sin espina
8413	11612160	0	[5 4 2 3]	overflow_word_gt4	refresco cocacola zero azucar
8414	11612160	0	[5 4 2 3]	overflow_word_gt4	salmonete peqeno kg apro7
8415	11612160	0	[5 4 2 3]	overflow_word_gt4	escalopine salmon sin espina
8416	11612816	656	[5 4 2 3 1 2 2]	overflow_word_gt4	bonduelle guisante mu3 finos p 37 isg
8417	11612899	83	[5 4 2 3 1 3 4 3]	overflow_word_gt4	rotuladore colorear bic color up colore surtido kuds
8418	11613184	285	[5 4 2 3 2]	overflow_word_gt4	cortaudas deposito moc beter 1ud
8419	11613184	0	[5 4 2 3 2]	overflow_word_gt4	proteina vegetal soja fanya fug
8420	11613824	640	[5 4 2 3 3 2]	overflow_word_gt4	castillo velasco vino tinto envase 1l
8421	11613824	0	[5 4 2 3 3 2]	overflow_word_gt4	castillo velasco vino tinto envase 1l
8422	11613840	16	[5 4 2 3 3 2 2]	overflow_word_gt4	kellogg cereales all bran plus caja avg
8423	11613866	26	[5 4 2 3 3 2 5 2]	overflow_word_gt4	instituto espanol gel ducha crema rosa mosqeta bote
8424	11614336	470	[5 4 2 3 4 2]	overflow_word_gt4	castillo velasco vino tinto garrafa 2l
8425	11614336	0	[5 4 2 3 4 2]	overflow_word_gt4	sangria premium don simon botella vic
8426	11614336	0	[5 4 2 3 4 2]	overflow_word_gt4	castillo velasco vino tinto garrafa 2l
8427	11614416	80	[5 4 2 3 4 3 2]	overflow_word_gt4	disfruta nectar sin azucar naranja envase 2l
8428	11616256	1840	[5 4 2 4]	overflow_word_gt4	refresco cocacola sin cafeina
8429	11616256	0	[5 4 2 4]	overflow_word_gt4	extracto original buey bovril
8430	11616256	0	[5 4 2 4]	overflow_word_gt4	pavofrio pechuga pavo loncha
8431	11616256	0	[5 4 2 4]	overflow_word_gt4	recipiente alimento bebe deliplu
8432	11616256	0	[5 4 2 4]	overflow_word_gt4	chopped veggie noel loncha
8433	11616256	0	[5 4 2 4]	overflow_word_gt4	recipiente alimento bebe deliplu
8434	11617280	1024	[5 4 2 4 2]	overflow_word_gt4	grissini schar sin gluten jug
8435	11617445	165	[5 4 2 4 2 2 4 5]	overflow_word_gt4	almendra tostada sin cascara sin sal anadida ecologicas
8436	11617691	246	[5 4 2 4 2 6 3 3]	overflow_word_gt4	hemofarm toallita 8c higiene caso hemorroides envase neuds
8437	11617792	101	[5 4 2 4 3]	overflow_word_gt4	limpiador calzado azul bosqe verde
8438	11618432	640	[5 4 2 4 4 2]	overflow_word_gt4	castillo velasco vino blanco botella vic
8439	11618432	0	[5 4 2 4 4 2]	overflow_word_gt4	tresemme aceite liso keratina spra3 viml
8440	11618512	80	[5 4 2 4 4 3 2]	overflow_word_gt4	esparrago blanco mu3 gruesos nuestra tierra asg
8441	11619610	1098	[5 4 2 4 6 4 3 2]	overflow_word_gt4	preparado rebozar ajo perejil crunch3 crumb esgir sin
8442	11620352	742	[5 4 2 5]	overflow_word_gt4	mermelada pimiento rojo hacendado
8443	11620352	0	[5 4 2 5]	overflow_word_gt4	pimenton picante vera hacendado
8444	11637760	17408	[5 4 3 1 2]	overflow_word_gt4	8hisk3 nacional d3c g anos
8445	11637888	128	[5 4 3 1 2 2]	overflow_word_gt4	mejillon fresco cocido su jugo cig
8446	11638435	547	[5 4 3 1 3 2 4 3]	overflow_word_gt4	preparado lacteo omega 3 puleva sin gluten brik
8447	11638544	109	[5 4 3 1 3 4 2]	overflow_word_gt4	cargador afeitar fusion 5 power gilette 5ud
8448	11638912	368	[5 4 3 1 4 2]	overflow_word_gt4	cargador afeitar fusion 5 gilette 8ud
8449	11639724	812	[5 4 3 1 5 6 5 4]	overflow_word_gt4	maqinilla afeitar manual 2 recambios skinguard sensitive guillete
8450	11639936	212	[5 4 3 1 6 2]	overflow_word_gt4	esparrago blanco extra in carretilla jug
8451	11639936	0	[5 4 3 1 6 2]	overflow_word_gt4	esparrago blanco extra in carretilla epg
8452	11640832	896	[5 4 3 2]	overflow_word_gt4	tostadita arandano bimbo acg
8453	11640832	0	[5 4 3 2]	overflow_word_gt4	magdalena cuadrada casado kud
8454	11640832	0	[5 4 3 2]	overflow_word_gt4	carrefour galleta perro lk
8455	11640832	0	[5 4 3 2]	overflow_word_gt4	panecillo perrito bimbo big
8456	11640832	0	[5 4 3 2]	overflow_word_gt4	florette espinaca bolsa agg
8457	11640832	0	[5 4 3 2]	overflow_word_gt4	menestra verdura findu 1k
8458	11640832	0	[5 4 3 2]	overflow_word_gt4	ketchup orlando envase lig
8459	11640832	0	[5 4 3 2]	overflow_word_gt4	menestra verdura findu 1k
8460	11640832	0	[5 4 3 2]	overflow_word_gt4	magdalena redonda casado alg
8461	11640832	0	[5 4 3 2]	overflow_word_gt4	garbanzo lechoso pedro 1k
8462	11640832	0	[5 4 3 2]	overflow_word_gt4	carrefour galleta perro lk
8463	11640832	0	[5 4 3 2]	overflow_word_gt4	propoleo capsula sanon acud
8464	11640832	0	[5 4 3 2]	overflow_word_gt4	sujetapalo triple vileda rojo
8465	11640832	0	[5 4 3 2]	overflow_word_gt4	cacahuetes tostado salado 6g
8466	11640832	0	[5 4 3 2]	overflow_word_gt4	panecillo perrito bimbo big
8467	11641434	602	[5 4 3 2 1 1 3 2]	overflow_word_gt4	refresco naranja fanta gas p 6 latas ec
8468	11641856	422	[5 4 3 2 2]	overflow_word_gt4	melocoton almibar mitade hero mlg
8469	11641856	0	[5 4 3 2 2]	overflow_word_gt4	refresco naranja trina sin gas
8470	11642018	162	[5 4 3 2 2 2 4 2]	overflow_word_gt4	refresco naranja trina zero sin gas botella ll
8471	11642128	110	[5 4 3 2 2 4 2]	overflow_word_gt4	refresco manzana trina sin gas botella ll
8472	11642128	0	[5 4 3 2 2 4 2]	overflow_word_gt4	refresco naranja trina sin gas botella ll
8473	11642368	240	[5 4 3 2 3]	overflow_word_gt4	chuletero cordero vacio 2k apro7
8474	11642512	144	[5 4 3 2 3 2 2]	overflow_word_gt4	bonduelle guisante tierno mu3 finos lata 6g
8475	11642635	123	[5 4 3 2 3 4 1 3]	overflow_word_gt4	marcadore pizarra punta fina colore surtido p 4uds
8476	11642880	245	[5 4 3 2 4]	overflow_word_gt4	freixenet espumoso rosado sin alcohol
8477	11642880	0	[5 4 3 2 4]	overflow_word_gt4	marcadore stabilo boss 4ud pastel
8478	11643008	128	[5 4 3 2 4 2]	overflow_word_gt4	refresco naranja fanta gas botella boc
8479	11643042	34	[5 4 3 2 4 2 4 2]	overflow_word_gt4	preparado risotto trufa gli aironi sin gluten 6g
8480	11643042	0	[5 4 3 2 4 2 4 2]	overflow_word_gt4	margarina original flora sin gluten sin lactosa 6g
8481	11643674	632	[5 4 3 2 5 4 3 2]	overflow_word_gt4	cornetto crush helado cono chocolate blanco 77l caja
8482	11643728	54	[5 4 3 2 5 5 2]	overflow_word_gt4	compresa perdida orina mini ausonia discreet eud
8483	11643728	0	[5 4 3 2 5 5 2]	overflow_word_gt4	compresa perdida orina maxi ausonia discreet rud
8484	11643740	12	[5 4 3 2 5 5 3 4]	overflow_word_gt4	estropajo esponja soft bano flexible scotch brite blanco
8485	11644928	1188	[5 4 3 3]	overflow_word_gt4	esparrago delgado extra elagon
8486	11645776	848	[5 4 3 3 1 5 2]	overflow_word_gt4	esparrago blanco corto medios ma carrefour dug
8487	11645952	176	[5 4 3 3 2]	overflow_word_gt4	margarina vegetal ligera flora 6g
8488	11645952	0	[5 4 3 3 2]	overflow_word_gt4	florette ensalada antiox bolsa acg
8489	11646044	92	[5 4 3 3 2 1 3 4]	overflow_word_gt4	alfombra moqeta leman dream car 4 piezas talonera
8490	11646080	36	[5 4 3 3 2 2]	overflow_word_gt4	instituto espanol crema manos tubo viml
8491	11646160	80	[5 4 3 3 2 3 2]	overflow_word_gt4	carefree toallita intima aloe vera bolsa eud
8492	11646592	432	[5 4 3 3 3 2]	overflow_word_gt4	ezequiel chorizo extra dulce envase ixg
8493	11646592	0	[5 4 3 3 3 2]	overflow_word_gt4	repelente insecto extra fuerte relec 1ud
8494	11646592	0	[5 4 3 3 3 2]	overflow_word_gt4	mermelada naranja amarga bonne maman ucg
8495	11646608	16	[5 4 3 3 3 2 2]	overflow_word_gt4	chiqilin galleta ositos sabor choco caja ifg
8496	11647104	496	[5 4 3 3 4 2]	overflow_word_gt4	mermelada naranja amarga vieja fabrica asg
8497	11647104	0	[5 4 3 3 4 2]	overflow_word_gt4	mermelada naranja amarga vieja fabrica asg
8498	11647168	64	[5 4 3 3 4 3]	overflow_word_gt4	rotuladore cambia color colore surtido kuds
8499	11647184	16	[5 4 3 3 4 3 2]	overflow_word_gt4	mentolin caramelo sabor menta fresca bolsa 6g
8500	11647194	10	[5 4 3 3 4 3 3 2]	overflow_word_gt4	carlotena redondo pollo asado relleno bacon envase 6g
8501	11647202	8	[5 4 3 3 4 3 4 2]	overflow_word_gt4	instituto espanol bab3 agua colonia gotas fresca bote
8502	11647312	110	[5 4 3 3 4 5 2]	overflow_word_gt4	infulinea manzana malva sauco bolsita horniman eud
8503	11647561	249	[5 4 3 3 5 1 1 1]	overflow_word_gt4	melocoton almibar ligero mitade carrefour p 3 ud
8504	11647616	55	[5 4 3 3 5 2]	overflow_word_gt4	mejillone marinera salsa tomate aguinamar zeg
8505	11647616	0	[5 4 3 3 5 2]	overflow_word_gt4	salteado guisante jamon cocido carrefour yag
8506	11647616	0	[5 4 3 3 5 2]	overflow_word_gt4	repelente spra3 piojos ninos carrefour agml
8507	11647616	0	[5 4 3 3 5 2]	overflow_word_gt4	mejillone marinera salsa tomate aguinamar zeg
8508	11647691	75	[5 4 3 3 5 3 1 3]	overflow_word_gt4	tarrrito ternera judias verde zanahorias desde 6 meses
8509	11647691	0	[5 4 3 3 5 3 1 3]	overflow_word_gt4	tarrrito ternera judias verde zanahorias desde 6 meses
8510	11648088	397	[5 4 3 3 6 1 3]	overflow_word_gt4	trident chicle lamina sabor hierbabuena p 5uds
8511	11648088	0	[5 4 3 3 6 1 3]	overflow_word_gt4	trident chicle lamina sabor hierbabuena p 5uds
8512	11648128	40	[5 4 3 3 6 2]	overflow_word_gt4	esparrago blanco corto extra carretilla dug
8513	11648155	27	[5 4 3 3 6 2 3 3]	overflow_word_gt4	scholl light legs medias compresion ned negro talla
8514	11648512	357	[5 4 3 3 7]	overflow_word_gt4	croqetas merluza gamba preli ultracongela
8515	11648512	0	[5 4 3 3 7]	overflow_word_gt4	croqetas merluza gamba preli ultracongela
8516	11649024	512	[5 4 3 4]	overflow_word_gt4	medallone pechuga pollo marinado
8517	11649024	0	[5 4 3 4]	overflow_word_gt4	marcador stabilo boss amarillo
8518	11649024	0	[5 4 3 4]	overflow_word_gt4	medallone pechuga pollo marinado
8519	11650048	1024	[5 4 3 4 2]	overflow_word_gt4	cracker relleno qeso cuetara agg
8520	11650048	0	[5 4 3 4 2]	overflow_word_gt4	trevijano risotto hongo bandeja teg
8521	11650048	0	[5 4 3 4 2]	overflow_word_gt4	mayordomo limpia mopas spra3 pml
8522	11650560	512	[5 4 3 4 3]	overflow_word_gt4	limpiador calzado grasa caballo bufalo
8523	11650560	0	[5 4 3 4 3]	overflow_word_gt4	esparrago blanco extra gruesos ferba
8524	11650560	0	[5 4 3 4 3]	overflow_word_gt4	esparrago blanco extra gruesos cidaco
8525	11650560	0	[5 4 3 4 3]	overflow_word_gt4	marcadore stabilo boss surtido 4uds
8526	11650688	128	[5 4 3 4 3 2]	overflow_word_gt4	8hisk3 cardhu escoce reserva gold vec
